,duracion,paginas,acciones,valor
clase_0,-0.33006628031641677,-0.40615208843122186,1.1332173957912783,0.9366863509686205
clase_1,0.15564394201217957,-0.13463343128409466,-0.7838396792041825,2.027527702200711
clase_2,0.17442233830423687,0.5407855197153159,-0.34937771658709704,-2.964214053169334
